Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Age
EPX,Travel Agency,Online,Cancellation Plan,0,22,JAPAN,36
EPX,Travel Agency,Online,Cancellation Plan,0,5,INDONESIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,41,VIET NAM,36
EPX,Travel Agency,Online,Cancellation Plan,0,28,THAILAND,31
EPX,Travel Agency,Online,Cancellation Plan,0,99,UNITED STATES,29
EPX,Travel Agency,Online,Cancellation Plan,0,20,THAILAND,36
EPX,Travel Agency,Online,Cancellation Plan,0,62,AUSTRALIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,273,CANADA,30
EPX,Travel Agency,Online,Cancellation Plan,0,273,CANADA,31
EPX,Travel Agency,Online,Cancellation Plan,0,28,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,115,UNITED STATES,56
EPX,Travel Agency,Online,Cancellation Plan,0,118,GERMANY,36
EPX,Travel Agency,Online,Cancellation Plan,0,3,UNITED KINGDOM,36
EPX,Travel Agency,Online,Cancellation Plan,0,11,MALAYSIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,10,MALAYSIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,48,NEW ZEALAND,36
EPX,Travel Agency,Online,Cancellation Plan,0,1,INDIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,12,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,13,MALAYSIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,7,PHILIPPINES,58
EPX,Travel Agency,Online,Cancellation Plan,0,43,NEPAL,36
EPX,Travel Agency,Online,Cancellation Plan,0,13,SPAIN,36
EPX,Travel Agency,Online,Cancellation Plan,0,117,CZECH REPUBLIC,36
EPX,Travel Agency,Online,Cancellation Plan,0,13,MALAYSIA,29
EPX,Travel Agency,Online,Cancellation Plan,0,19,SRI LANKA,36
EPX,Travel Agency,Online,Cancellation Plan,0,79,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,31,JAPAN,36
EPX,Travel Agency,Online,Cancellation Plan,0,35,THAILAND,21
EPX,Travel Agency,Online,Cancellation Plan,0,112,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,274,RUSSIAN FEDERATION,36
EPX,Travel Agency,Online,Cancellation Plan,0,4,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,56,MALAYSIA,27
EPX,Travel Agency,Online,Cancellation Plan,0,23,HONG KONG,36
EPX,Travel Agency,Online,Cancellation Plan,0,273,CANADA,31
EPX,Travel Agency,Online,Cancellation Plan,0,11,JAPAN,36
EPX,Travel Agency,Online,Cancellation Plan,0,17,THAILAND,26
EPX,Travel Agency,Online,Cancellation Plan,0,39,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,69,FRANCE,36
EPX,Travel Agency,Online,Cancellation Plan,0,4,VIET NAM,36
EPX,Travel Agency,Online,Cancellation Plan,0,15,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,118,CANADA,43
EPX,Travel Agency,Online,Cancellation Plan,0,11,INDONESIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,71,"TAIWAN, PROVINCE OF CHINA",36
EPX,Travel Agency,Online,Cancellation Plan,0,22,MALAYSIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,66,SINGAPORE,48
EPX,Travel Agency,Online,Cancellation Plan,0,4,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,13,VIET NAM,36
EPX,Travel Agency,Online,Cancellation Plan,0,34,INDIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,36,VIET NAM,36
EPX,Travel Agency,Online,Cancellation Plan,0,23,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,6,VIET NAM,36
EPX,Travel Agency,Online,Cancellation Plan,0,45,AUSTRALIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,165,FRANCE,36
EPX,Travel Agency,Online,Cancellation Plan,0,2,SINGAPORE,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,24,SINGAPORE,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,16,INDIA,28
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,50,UNITED KINGDOM,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,42,UNITED STATES,21
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,13,CHINA,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,70,SINGAPORE,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,28,SINGAPORE,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,12,"KOREA, REPUBLIC OF",36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,50,CANADA,22
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,11,SINGAPORE,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,34,PHILIPPINES,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,18,MALAYSIA,45
KML,Travel Agency,Online,Premier Plan,0,104,INDONESIA,48
KML,Travel Agency,Online,Premier Plan,0,5,INDONESIA,48
RAB,Airlines,Online,Value Plan,0,27,BRUNEI DARUSSALAM,28
RAB,Airlines,Online,Value Plan,0,12,BRUNEI DARUSSALAM,56
SSI,Airlines,Online,Ticket Protector,0,61,SINGAPORE,48
SSI,Airlines,Online,Ticket Protector,0,118,SINGAPORE,48
JZI,Airlines,Online,Basic Plan,0,3,INDONESIA,42
JZI,Airlines,Online,Basic Plan,0,8,MYANMAR,36
JZI,Airlines,Online,Basic Plan,0,85,THAILAND,58
JZI,Airlines,Online,Basic Plan,0,31,VIET NAM,53
JZI,Airlines,Online,Basic Plan,0,103,"KOREA, REPUBLIC OF",39
JZI,Airlines,Online,Basic Plan,0,51,THAILAND,59
JZI,Airlines,Online,Basic Plan,0,2,MALAYSIA,44
JZI,Airlines,Online,Basic Plan,0,2,INDONESIA,56
JZI,Airlines,Online,Basic Plan,0,103,"KOREA, REPUBLIC OF",26
JZI,Airlines,Online,Basic Plan,0,27,MALAYSIA,40
JZI,Airlines,Online,Basic Plan,0,5,CHINA,47
JZI,Airlines,Online,Value Plan,0,36,NETHERLANDS,32
JZI,Airlines,Online,Value Plan,0,4,INDONESIA,51
JZI,Airlines,Online,Value Plan,0,28,CHINA,32
CSR,Travel Agency,Offline,Comprehensive Plan,0,151,THAILAND,35
CCR,Travel Agency,Offline,Comprehensive Plan,0,122,THAILAND,24
CBH,Travel Agency,Offline,Comprehensive Plan,0,122,THAILAND,56
CBH,Travel Agency,Offline,Comprehensive Plan,0,122,THAILAND,60
CCR,Travel Agency,Offline,Comprehensive Plan,0,143,THAILAND,26
C2B,Airlines,Online,Bronze Plan,0,24,SINGAPORE,38
C2B,Airlines,Online,Bronze Plan,0,31,SINGAPORE,14
C2B,Airlines,Online,Silver Plan,0,5,SINGAPORE,46
C2B,Airlines,Online,Silver Plan,0,5,SINGAPORE,50
C2B,Airlines,Online,Annual Silver Plan,0,367,SINGAPORE,29
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,9,SOUTH AFRICA,59
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,12,SWEDEN,43
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,118,MALAYSIA,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,20,MALAYSIA,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,5,MALAYSIA,39
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,24,THAILAND,58
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,104,DENMARK,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,41,THAILAND,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,52,AUSTRALIA,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,159,UNITED KINGDOM,26
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,34,MALAYSIA,37
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,22,AUSTRALIA,37
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,96,SWITZERLAND,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,159,AUSTRALIA,43
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,17,GREECE,57
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,13,MALAYSIA,32
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,16,THAILAND,26
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,19,THAILAND,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,11,NORWAY,28
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,23,THAILAND,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,43,AUSTRALIA,52
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,7,THAILAND,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,6,UNITED STATES,34
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,148,MALAYSIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,4,MALAYSIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,14,ITALY,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,22,INDONESIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,26,SINGAPORE,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,38,SINGAPORE,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,PHILIPPINES,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,33,HONG KONG,54
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,96,THAILAND,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,328,THAILAND,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,10,SINGAPORE,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,5,THAILAND,37
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,61,AUSTRALIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,12,"TAIWAN, PROVINCE OF CHINA",36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,98,THAILAND,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,27,THAILAND,62
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,89,PHILIPPINES,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,8,THAILAND,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,26,PHILIPPINES,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,97,THAILAND,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,24,INDIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,22,VIET NAM,51
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,4,"TAIWAN, PROVINCE OF CHINA",32
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,173,INDONESIA,38
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,158,MALAYSIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,26,"KOREA, REPUBLIC OF",36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,57,UNITED STATES,27
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,35,HONG KONG,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,6,VIET NAM,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,89,AUSTRALIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,4,INDONESIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,VIET NAM,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,VIET NAM,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,13,CHINA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,6,SINGAPORE,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,5,THAILAND,37
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,JAPAN,56
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,5,INDONESIA,40
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,22,PHILIPPINES,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,37,UNITED STATES,44
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,57,NEW ZEALAND,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,61,PHILIPPINES,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,57,NEW ZEALAND,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,87,BELGIUM,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,29,INDONESIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,3,MALAYSIA,37
EPX,Travel Agency,Online,Cancellation Plan,0,2,UNITED STATES,55
EPX,Travel Agency,Online,Cancellation Plan,0,22,INDONESIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,20,UNITED STATES,39
EPX,Travel Agency,Online,Cancellation Plan,0,1,CANADA,20
EPX,Travel Agency,Online,Cancellation Plan,0,14,MALAYSIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,24,INDONESIA,42
EPX,Travel Agency,Online,Cancellation Plan,0,20,JAPAN,36
EPX,Travel Agency,Online,Cancellation Plan,0,16,INDONESIA,30
EPX,Travel Agency,Online,Cancellation Plan,0,1,ITALY,36
EPX,Travel Agency,Online,Cancellation Plan,0,96,AUSTRALIA,22
EPX,Travel Agency,Online,Cancellation Plan,0,43,THAILAND,52
EPX,Travel Agency,Online,Cancellation Plan,0,29,THAILAND,30
EPX,Travel Agency,Online,Cancellation Plan,0,51,"TAIWAN, PROVINCE OF CHINA",23
EPX,Travel Agency,Online,Cancellation Plan,0,3,VIET NAM,36
EPX,Travel Agency,Online,Cancellation Plan,0,94,PHILIPPINES,36
EPX,Travel Agency,Online,Cancellation Plan,0,24,MALAYSIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,1,UNITED STATES,21
EPX,Travel Agency,Online,Cancellation Plan,0,96,THAILAND,36
EPX,Travel Agency,Online,Cancellation Plan,0,14,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,12,MALAYSIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,42,SINGAPORE,30
EPX,Travel Agency,Online,Cancellation Plan,0,20,INDONESIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,36,VIET NAM,33
EPX,Travel Agency,Online,Cancellation Plan,0,33,MALAYSIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,22,HONG KONG,36
EPX,Travel Agency,Online,Cancellation Plan,0,3,PHILIPPINES,36
EPX,Travel Agency,Online,Cancellation Plan,0,5,MALAYSIA,23
EPX,Travel Agency,Online,Cancellation Plan,0,17,"TAIWAN, PROVINCE OF CHINA",28
EPX,Travel Agency,Online,Cancellation Plan,0,107,UNITED STATES,73
EPX,Travel Agency,Online,Cancellation Plan,0,273,UNITED KINGDOM,36
EPX,Travel Agency,Online,Cancellation Plan,0,3,SINGAPORE,33
EPX,Travel Agency,Online,Cancellation Plan,0,12,PHILIPPINES,36
EPX,Travel Agency,Online,Cancellation Plan,0,12,THAILAND,28
EPX,Travel Agency,Online,Cancellation Plan,0,26,THAILAND,36
EPX,Travel Agency,Online,Cancellation Plan,0,15,INDONESIA,45
EPX,Travel Agency,Online,Cancellation Plan,0,47,CAMBODIA,66
EPX,Travel Agency,Online,Cancellation Plan,0,23,THAILAND,47
EPX,Travel Agency,Online,Cancellation Plan,0,7,"KOREA, REPUBLIC OF",36
EPX,Travel Agency,Online,Cancellation Plan,0,111,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,43,UNITED STATES,56
EPX,Travel Agency,Online,Cancellation Plan,0,178,INDONESIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,8,VIET NAM,36
EPX,Travel Agency,Online,Cancellation Plan,0,5,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,78,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,8,MALAYSIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,230,MALAYSIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,39,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,53,NEW ZEALAND,36
EPX,Travel Agency,Online,Cancellation Plan,0,19,INDONESIA,29
EPX,Travel Agency,Online,Cancellation Plan,0,47,AUSTRALIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,43,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,24,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,48,AUSTRALIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,19,CANADA,46
EPX,Travel Agency,Online,Cancellation Plan,0,230,MALAYSIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,269,UNITED STATES,34
EPX,Travel Agency,Online,Cancellation Plan,0,20,MALDIVES,36
EPX,Travel Agency,Online,Cancellation Plan,0,32,THAILAND,36
EPX,Travel Agency,Online,Cancellation Plan,0,68,PHILIPPINES,36
EPX,Travel Agency,Online,Cancellation Plan,0,20,PHILIPPINES,36
EPX,Travel Agency,Online,Cancellation Plan,0,12,MALAYSIA,30
EPX,Travel Agency,Online,Cancellation Plan,0,11,PHILIPPINES,36
EPX,Travel Agency,Online,Cancellation Plan,0,6,SINGAPORE,39
EPX,Travel Agency,Online,Cancellation Plan,0,20,HONG KONG,36
EPX,Travel Agency,Online,Cancellation Plan,0,79,AUSTRALIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,7,"KOREA, REPUBLIC OF",36
EPX,Travel Agency,Online,Cancellation Plan,0,4,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,21,SINGAPORE,36
EPX,Travel Agency,Online,Cancellation Plan,0,273,CANADA,39
EPX,Travel Agency,Online,Cancellation Plan,0,142,ICELAND,36
EPX,Travel Agency,Online,Cancellation Plan,0,7,VIET NAM,36
EPX,Travel Agency,Online,Cancellation Plan,0,86,HONG KONG,36
EPX,Travel Agency,Online,Cancellation Plan,0,22,JAPAN,52
EPX,Travel Agency,Online,Cancellation Plan,0,40,NEW ZEALAND,36
EPX,Travel Agency,Online,Cancellation Plan,0,3,MALAYSIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,9,THAILAND,36
EPX,Travel Agency,Online,Cancellation Plan,0,10,MALAYSIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,37,THAILAND,24
EPX,Travel Agency,Online,1 way Comprehensive Plan,0,33,MALAYSIA,35
KML,Travel Agency,Online,Value Plan,0,99,INDONESIA,48
KML,Travel Agency,Online,Premier Plan,0,26,INDONESIA,48
SSI,Airlines,Online,Ticket Protector,0,42,SINGAPORE,48
SSI,Airlines,Online,Ticket Protector,0,47,SINGAPORE,48
JZI,Airlines,Online,Basic Plan,0,48,CHINA,50
JZI,Airlines,Online,Basic Plan,0,22,HONG KONG,49
JZI,Airlines,Online,Basic Plan,0,44,JAPAN,42
JZI,Airlines,Online,Basic Plan,0,24,THAILAND,36
JZI,Airlines,Online,Basic Plan,0,11,THAILAND,63
JZI,Airlines,Online,Basic Plan,0,5,MALAYSIA,31
JZI,Airlines,Online,Basic Plan,0,13,THAILAND,47
JZI,Airlines,Online,Basic Plan,0,59,MALAYSIA,51
JZI,Airlines,Online,Basic Plan,0,132,AUSTRALIA,39
JZI,Airlines,Online,Basic Plan,0,8,VIET NAM,55
JZI,Airlines,Online,Basic Plan,0,44,LAO PEOPLE'S DEMOCRATIC REPUBLIC,28
JZI,Airlines,Online,Basic Plan,0,70,PHILIPPINES,40
JZI,Airlines,Online,Basic Plan,0,15,MALAYSIA,27
JZI,Airlines,Online,Basic Plan,0,12,VIET NAM,31
JZI,Airlines,Online,Basic Plan,0,75,INDONESIA,47
JZI,Airlines,Online,Basic Plan,0,22,"TAIWAN, PROVINCE OF CHINA",55
JZI,Airlines,Online,Basic Plan,0,2,MALAYSIA,49
JZI,Airlines,Online,Basic Plan,0,26,"TAIWAN, PROVINCE OF CHINA",43
JZI,Airlines,Online,Basic Plan,0,33,"TAIWAN, PROVINCE OF CHINA",30
JZI,Airlines,Online,Basic Plan,0,3,INDONESIA,57
JZI,Airlines,Online,Value Plan,0,21,"KOREA, REPUBLIC OF",38
JZI,Airlines,Online,Value Plan,0,55,JAPAN,67
CBH,Travel Agency,Offline,Comprehensive Plan,0,142,THAILAND,69
ART,Airlines,Online,24 Protect,0,3,PHILIPPINES,48
ART,Airlines,Online,24 Protect,0,31,SINGAPORE,48
C2B,Airlines,Online,Silver Plan,0,6,SINGAPORE,39
C2B,Airlines,Online,Annual Silver Plan,0,366,SINGAPORE,25
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,109,THAILAND,49
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,15,AUSTRIA,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,7,MALAYSIA,33
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,24,UNITED STATES,27
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,14,AUSTRALIA,71
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,33,MALAYSIA,43
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,24,AUSTRALIA,40
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,60,AUSTRALIA,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,37,MALAYSIA,42
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,31,AUSTRALIA,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,12,AUSTRALIA,46
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,53,JAPAN,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,192,DENMARK,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,74,AUSTRALIA,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,9,DENMARK,47
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,44,AUSTRALIA,55
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,160,ICELAND,70
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,8,GERMANY,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,125,AUSTRALIA,47
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,169,ITALY,37
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,56,UNITED ARAB EMIRATES,52
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,29,CANADA,41
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,28,AUSTRALIA,54
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,19,THAILAND,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,6,ESTONIA,25
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,5,ESTONIA,25
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,6,HONG KONG,63
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,4,MALAYSIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,26,SINGAPORE,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,7,MALAYSIA,33
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,90,NEPAL,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,10,THAILAND,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,34,"KOREA, REPUBLIC OF",36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,14,CHINA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,40,MALAYSIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,4,THAILAND,35
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,13,JAPAN,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,24,INDONESIA,41
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,97,JAPAN,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,20,INDONESIA,42
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,INDONESIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,19,CHINA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,93,CHINA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,INDONESIA,30
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,89,AUSTRIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,30,CHINA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,35,MALAYSIA,30
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,20,HONG KONG,43
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,13,THAILAND,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,21,JAPAN,25
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,153,AUSTRALIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,102,CHINA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,5,VIET NAM,51
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,THAILAND,46
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,98,CHINA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,46,THAILAND,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,MYANMAR,38
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,34,CAMBODIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,40,THAILAND,38
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,74,THAILAND,27
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,64,VIET NAM,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,THAILAND,32
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,14,PHILIPPINES,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,73,THAILAND,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,HONG KONG,23
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,17,THAILAND,22
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,39,UNITED STATES,37
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,12,UNITED STATES,34
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,17,THAILAND,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,268,INDONESIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,268,INDONESIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,91,CHINA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,268,INDONESIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,271,CANADA,39
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,MALAYSIA,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,0,5,MALAYSIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,51,MALAYSIA,47
EPX,Travel Agency,Online,Cancellation Plan,0,47,SINGAPORE,32
EPX,Travel Agency,Online,Cancellation Plan,0,35,"TAIWAN, PROVINCE OF CHINA",36
EPX,Travel Agency,Online,Cancellation Plan,0,95,PHILIPPINES,36
EPX,Travel Agency,Online,Cancellation Plan,0,10,MALAYSIA,37
EPX,Travel Agency,Online,Cancellation Plan,0,7,CHINA,36
EPX,Travel Agency,Online,Cancellation Plan,0,38,AUSTRALIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,97,"KOREA, REPUBLIC OF",36
EPX,Travel Agency,Online,Cancellation Plan,0,11,THAILAND,41
EPX,Travel Agency,Online,Cancellation Plan,0,19,INDONESIA,36
EPX,Travel Agency,Online,Cancellation Plan,0,92,NETHERLANDS,36
